job id, number of items, reward, weight, ratio, cancellation
13134,1,14.69,1.4,10.492857,false
19206,1,14.69,1.4,10.492857,false
11218,1,14.69,1.4,10.492857,false
19368,4,58.76,5.6,10.492857,false
19496,2,29.38,2.8,10.492857,false
19668,1,14.69,1.4,10.492857,false
19757,2,29.38,2.8,10.492857,false
20048,2,29.38,2.8,10.492857,false
20073,2,29.38,2.8,10.492857,false
13580,1,14.69,1.4,10.492857,false
20307,1,14.69,1.4,10.492857,false
14763,1,14.69,1.4,10.492857,false
20605,1,14.69,1.4,10.492857,false
20643,2,29.38,2.8,10.492857,false
11270,2,29.38,2.8,10.492857,false
20756,5,73.45,7.0,10.492857,false
11617,1,14.69,1.4,10.492857,false
15193,1,14.69,1.4,10.492857,false
15248,1,14.69,1.4,10.492857,false
15361,2,29.38,2.8,10.492857,false
21160,5,73.45,7.0,10.492857,false
15804,2,29.38,2.8,10.492857,false
21547,4,58.76,5.6,10.492857,false
21814,1,14.69,1.4,10.492857,false
21926,1,14.69,1.4,10.492857,false
21956,2,29.38,2.8,10.492857,false
11721,5,73.45,7.0,10.492857,false
16178,2,29.38,2.8,10.492857,false
22641,1,14.69,1.4,10.492857,false
22675,2,29.38,2.8,10.492857,false
22723,4,58.76,5.6,10.492857,false
10778,1,14.69,1.4,10.492857,false
23109,1,14.69,1.4,10.492857,false
12215,1,14.69,1.4,10.492857,false
23864,2,29.38,2.8,10.492857,false
24004,1,14.69,1.4,10.492857,false
24270,1,14.69,1.4,10.492857,false
24515,1,14.69,1.4,10.492857,false
24533,2,29.38,2.8,10.492857,false
25028,5,73.45,7.0,10.492857,false
25438,1,14.69,1.4,10.492857,false
16952,2,29.38,2.8,10.492857,false
10880,4,58.76,5.6,10.492857,false
25971,5,73.45,7.0,10.492857,false
26344,1,14.69,1.4,10.492857,false
26377,2,29.38,2.8,10.492857,false
26714,1,14.69,1.4,10.492857,false
26816,1,14.69,1.4,10.492857,false
10960,1,14.69,1.4,10.492857,false
26932,4,58.76,5.6,10.492857,false
27127,1,14.69,1.4,10.492857,false
27370,1,14.69,1.4,10.492857,false
17466,1,14.69,1.4,10.492857,false
27468,1,14.69,1.4,10.492857,false
27675,2,29.38,2.8,10.492857,false
27704,2,29.38,2.8,10.492857,false
27830,2,29.38,2.8,10.492857,false
17746,2,29.38,2.8,10.492857,false
28401,5,73.45,7.0,10.492857,false
28419,1,14.69,1.4,10.492857,false
17856,2,29.38,2.8,10.492857,false
28680,1,14.69,1.4,10.492857,false
28689,1,14.69,1.4,10.492857,false
28774,2,29.38,2.8,10.492857,false
28920,2,29.38,2.8,10.492857,false
29250,2,29.38,2.8,10.492857,false
29857,1,14.69,1.4,10.492857,false
18195,7,102.829994,9.8,10.492856,false
14509,7,102.829994,9.8,10.492856,false
24368,6,58.29,5.64,10.335107,true
16794,5,77.159996,7.48,10.315508,false
23979,7,97.729996,9.5,10.287368,false
10570,4,62.47,6.08,10.274672,false
20309,4,62.47,6.08,10.274672,false
25018,6,95.56,9.36,10.209402,false
11156,14,217.59999,21.34,10.196813,false
13831,4,55.17,5.43,10.160221,false
17306,5,80.869995,7.96,10.159547,false
25854,5,80.869995,7.96,10.159547,false
16717,4,45.42,4.48,10.138392,false
24761,4,45.42,4.48,10.138392,false
13594,2,33.09,3.28,10.088415,false
15922,8,103.76,10.3,10.073787,false
14557,3,40.48,4.0299997,10.044665,false
17948,6,58.120003,5.8199997,9.986256,false
19752,3,51.489998,5.16,9.9786825,false
25172,12,158.32999,15.950001,9.926644,false
19486,3,37.190002,3.75,9.917334,false
14201,3,37.190002,3.75,9.917334,false
23814,7,92.06,9.29,9.90958,false
11371,5,62.979996,6.38,9.871472,false
23100,9,130.47,13.26,9.839367,false
27587,4,51.58,5.26,9.806084,false
13202,4,51.58,5.26,9.806084,false
23939,1,18.4,1.88,9.787234,false
26460,1,18.4,1.88,9.787234,false
22160,3,55.199997,5.64,9.787233,false
24250,3,55.199997,5.64,9.787233,false
19040,9,51.02,5.24,9.736642,true
11396,5,72.29,7.4399996,9.716398,false
21984,5,80.509995,8.29,9.7117,false
25749,5,62.68,6.49,9.657936,false
25742,10,110.19,11.47,9.6068,true
16061,4,32.079998,3.36,9.547619,false
27648,2,16.039999,1.68,9.547619,false
19602,4,32.079998,3.36,9.547619,false
13928,2,28.8,3.02,9.536424,false
29212,9,117.54,12.34,9.525122,false
26084,6,86.17999,9.09,9.480747,false
13697,6,86.17999,9.09,9.480747,false
12004,6,86.17999,9.09,9.480747,false
17947,6,86.17999,9.09,9.480747,false
13999,3,38.149998,4.04,9.4430685,false
25440,10,108.20999,11.48,9.425958,true
29295,9,107.08,11.410001,9.384749,false
20677,6,74.0,7.9100003,9.355247,false
18485,8,122.84,13.15,9.341445,false
15113,6,102.259995,10.98,9.313296,false
21079,10,142.98,15.379999,9.296489,false
15646,5,71.49,7.6899996,9.296489,false
15116,5,71.49,7.6899996,9.296489,false
17104,5,71.49,7.6899996,9.296489,false
10345,5,71.49,7.6899996,9.296489,false
15689,4,51.700005,5.57,9.281868,false
16330,7,93.69,10.15,9.230542,false
21034,6,80.649994,8.74,9.227689,false
11687,6,101.08,10.98,9.20583,false
29361,8,103.9,11.34,9.162257,true
22019,4,51.95,5.67,9.162257,true
17869,4,57.019997,6.26,9.108625,false
15917,7,103.64,11.38,9.107205,false
14217,10,133.83,14.73,9.08554,false
18035,9,150.16,16.529999,9.08409,false
18664,4,56.8,6.29,9.030207,false
16396,4,56.8,6.29,9.030207,false
13789,4,56.8,6.29,9.030207,false
28479,8,113.6,12.58,9.030207,false
14489,4,56.8,6.29,9.030207,false
15423,4,56.8,6.29,9.030207,false
26807,4,56.8,6.29,9.030207,false
21690,2,22.2,2.46,9.02439,false
25946,2,22.2,2.46,9.02439,false
18512,2,22.2,2.46,9.02439,false
14140,1,11.1,1.23,9.02439,false
12630,1,11.1,1.23,9.02439,false
19296,7,102.229996,11.33,9.022947,false
14329,5,86.33,9.61,8.983351,false
15068,5,64.61,7.24,8.924033,false
14784,4,72.88,8.18,8.909534,false
29939,7,113.35999,12.7699995,8.877055,false
10395,6,87.53999,9.93,8.815709,false
17178,10,129.06,14.64,8.815574,false
29813,7,114.98999,13.07,8.79801,false
25898,4,67.92999,7.7299995,8.787839,false
23794,7,131.07,14.96,8.761364,false
25688,3,37.26,4.27,8.725995,true
27333,3,37.26,4.27,8.725995,true
19305,2,28.22,3.24,8.709876,false
17582,4,56.44,6.48,8.709876,false
29297,1,14.11,1.62,8.709876,false
22745,1,14.11,1.62,8.709876,false
26960,1,14.11,1.62,8.709876,false
22877,2,28.22,3.24,8.709876,false
21215,1,14.11,1.62,8.709876,false
18714,9,87.84,10.1,8.697029,false
16290,8,108.26,12.5,8.6608,false
26576,4,56.22,6.5099998,8.635945,false
17852,4,56.22,6.5099998,8.635945,false
22785,8,102.97,11.93,8.631182,false
13811,4,51.699997,5.99,8.631052,false
28583,3,42.11,4.89,8.611452,false
22865,3,42.11,4.89,8.611452,false
14460,3,42.11,4.89,8.611452,false
10510,3,42.11,4.89,8.611452,false
16533,6,84.22,9.78,8.611452,false
17964,3,42.11,4.89,8.611452,false
27348,3,42.11,4.89,8.611452,false
14915,5,67.33,7.83,8.598979,false
12872,5,72.85,8.53,8.540445,false
18292,5,72.85,8.53,8.540445,false
22189,5,72.85,8.53,8.540445,false
22197,5,72.85,8.53,8.540445,false
28425,5,72.85,8.53,8.540445,false
21007,6,71.82,8.41,8.539834,false
17004,6,91.64,10.74,8.532589,false
18381,13,176.40999,20.740002,8.505785,false
10920,5,76.56,9.01,8.497225,false
28161,7,91.73,10.84,8.462177,false
10350,9,107.58,12.72,8.457547,false
17088,7,145.55,17.210001,8.457292,false
24923,8,66.880005,7.9300003,8.433796,false
24366,8,127.71999,15.16,8.424802,false
16567,8,111.64,13.2699995,8.412962,false
20439,11,168.59,20.079998,8.395917,false
29731,7,101.619995,12.12,8.384488,false
14326,7,101.619995,12.12,8.384488,false
26601,10,119.66,14.28,8.379552,true
13470,7,94.92,11.35,8.362995,false
10239,4,49.62,5.9500003,8.339496,false
23522,5,68.38,8.21,8.328867,false
12080,5,74.22,8.93,8.31131,false
19744,12,164.06,19.76,8.302631,false
14550,7,98.49,11.87,8.297388,false
21970,5,69.53,8.379999,8.297136,false
14969,5,69.53,8.379999,8.297136,false
20658,5,69.53,8.379999,8.297136,false
27042,5,69.53,8.379999,8.297136,false
11068,5,69.53,8.379999,8.297136,false
21843,5,69.53,8.379999,8.297136,false
18110,5,69.53,8.379999,8.297136,false
15933,5,69.53,8.379999,8.297136,false
26194,5,69.53,8.379999,8.297136,false
17892,9,125.17,15.109999,8.283918,false
18619,9,116.78,14.1,8.2822695,false
21866,16,212.9,25.760002,8.2647505,false
25371,9,133.72,16.23,8.239064,false
19987,7,82.399994,10.01,8.231768,true
26309,10,157.61,19.159998,8.225992,false
15308,9,109.759995,13.35,8.221723,false
17433,16,239.29999,29.119999,8.21772,false
14150,9,108.03,13.16,8.208966,false
18966,7,78.689995,9.61,8.188345,false
18727,6,70.88,8.66,8.184757,false
15611,7,96.95,11.869999,8.16765,false
13240,7,96.95,11.869999,8.16765,false
13334,7,96.95,11.869999,8.16765,false
16192,4,58.16,7.13,8.157083,false
14547,4,58.16,7.13,8.157083,false
23621,4,58.16,7.13,8.157083,false
29443,4,58.16,7.13,8.157083,false
24099,9,136.35,16.75,8.140299,false
27240,3,65.25,8.07,8.085503,false
12448,1,21.75,2.69,8.085502,false
15674,5,108.75,13.450001,8.085502,false
15022,7,116.100006,14.370001,8.079332,false
15053,5,69.17,8.57,8.071178,false
22365,9,111.03,13.769999,8.063182,false
19812,5,65.939995,8.209999,8.031669,false
17051,5,59.510002,7.41,8.031039,false
11251,5,92.67,11.559999,8.016437,false
28476,7,100.45999,12.56,7.998407,false
14143,9,107.06999,13.39,7.996265,false
22840,5,64.43,8.08,7.97401,false
10499,11,174.62999,21.91,7.9703326,false
23019,9,104.39,13.099999,7.968703,true
24973,4,46.030003,5.7799997,7.963669,false
27731,4,50.03,6.29,7.953895,false
11084,7,93.99,11.83,7.945055,false
12196,6,72.3,9.1,7.945055,false
16630,11,141.88,17.859999,7.94401,false
25049,7,104.21,13.160001,7.9186926,false
12666,13,200.5,25.32,7.9186416,false
25012,7,101.63,12.860001,7.9027987,false
29616,7,101.63,12.860001,7.9027987,false
28885,7,101.63,12.860001,7.9027987,false
25788,6,82.479996,10.44,7.900383,false
21954,4,53.69,6.8099995,7.8839946,false
26682,11,105.25,13.360001,7.8779936,false
23705,2,22.57,2.87,7.864112,true
12048,10,98.17,12.49,7.859888,false
26481,4,54.839996,6.9799995,7.8567333,false
27442,2,27.419998,3.4899998,7.8567333,false
15587,4,54.839996,6.9799995,7.8567333,false
22468,2,27.419998,3.4899998,7.8567333,false
15595,4,54.839996,6.9799995,7.8567333,false
19758,2,27.419998,3.4899998,7.8567333,false
10497,4,54.839996,6.9799995,7.8567333,false
15931,4,54.839996,6.9799995,7.8567333,false
12700,4,54.839996,6.9799995,7.8567333,false
20735,2,27.419998,3.4899998,7.8567333,false
22848,2,27.419998,3.4899998,7.8567333,false
18113,6,82.259995,10.469999,7.8567333,false
16512,2,27.419998,3.4899998,7.8567333,false
22893,4,54.839996,6.9799995,7.8567333,false
12424,6,82.259995,10.469999,7.8567333,false
12764,2,27.419998,3.4899998,7.8567333,false
21016,2,27.419998,3.4899998,7.8567333,false
15458,4,62.26,7.9399996,7.84131,false
15472,7,80.96,10.33,7.837367,false
21031,7,89.99,11.5,7.8252172,false
14719,7,75.170006,9.610001,7.8220606,false
11049,6,91.55,11.709999,7.818105,false
19519,11,164.87999,21.09,7.8179226,false
27437,8,107.9,13.809999,7.8131795,false
20482,6,92.88,11.889999,7.8116064,false
28913,16,203.76999,26.09,7.8102717,false
12394,4,64.13,8.219999,7.8017035,false
12868,10,77.03,9.89,7.788675,true
12136,10,118.99,15.289999,7.782211,true
24619,10,130.93999,16.83,7.7801538,false
13268,7,99.65999,12.81,7.779858,false
15622,6,92.64,11.91,7.7783375,false
22634,7,83.60999,10.749999,7.7776747,false
25877,5,72.24,9.32,7.751073,false
19743,5,72.24,9.32,7.751073,false
20724,8,130.44,16.84,7.7458434,false
14360,9,136.17,17.59,7.74133,false
18248,7,137.53,17.78,7.735095,false
22718,8,93.380005,12.08,7.730133,false
21626,5,56.56,7.32,7.726776,false
22681,7,86.32,11.219999,7.693405,false
13418,5,78.31,10.18,7.692534,false
11384,7,89.28,11.61,7.689923,false
25415,5,70.89,9.219999,7.6887207,false
25851,5,70.89,9.22,7.6887197,false
18943,8,111.84,14.549999,7.6865983,false
29897,3,40.949997,5.33,7.682926,false
28323,3,40.949997,5.33,7.682926,false
19777,5,66.04,8.6,7.6790695,true
13834,2,25.64,3.3400002,7.676646,false
18822,4,51.28,6.6800003,7.676646,false
21856,6,84.64,11.030001,7.673617,false
23671,6,69.59,9.08,7.6640964,false
28772,13,166.23001,21.69,7.663901,false
18792,8,104.579994,13.66,7.6559296,false
12871,16,210.49997,27.53,7.646203,true
17067,6,84.42,11.06,7.6329107,false
23677,8,108.91,14.280001,7.6267505,false
15874,9,68.619995,9.01,7.6159816,true
25205,9,140.98999,18.529999,7.6087427,false
15302,7,103.39,13.589999,7.6078005,false
23803,15,199.07999,26.169998,7.607184,false
14968,7,70.66,9.3,7.59785,false
24431,9,107.59,14.17,7.5928016,true
25997,3,43.47,5.73,7.5863876,false
21225,3,43.47,5.73,7.5863876,false
14700,3,43.47,5.73,7.5863876,false
14136,6,86.94,11.46,7.5863876,false
11843,6,86.94,11.46,7.5863876,false
19045,3,43.47,5.73,7.5863876,false
14764,3,43.47,5.73,7.5863876,false
11887,6,86.94,11.46,7.5863876,false
20899,3,43.47,5.73,7.5863876,false
29774,3,43.47,5.73,7.5863876,false
27859,3,43.47,5.73,7.5863876,false
11446,3,43.47,5.73,7.5863876,false
29874,3,43.47,5.73,7.5863876,false
22358,3,43.47,5.73,7.5863876,false
14116,3,43.47,5.73,7.5863876,false
27001,16,225.22,29.74,7.5729656,false
19184,7,94.99,12.559999,7.562898,false
16660,7,94.99,12.559999,7.562898,false
25332,7,94.99,12.559999,7.562898,false
26837,7,94.99,12.559999,7.562898,false
13707,4,57.97,7.68,7.5481772,false
24110,8,112.39,14.9,7.542953,false
18729,8,112.38999,14.9,7.5429525,false
19623,12,162.78,21.599998,7.5361114,false
16855,4,54.26,7.2,7.536111,false
17019,4,57.0,7.5699997,7.5297227,false
26857,9,146.98999,19.539999,7.5225177,false
21861,7,120.270004,16.0,7.5168753,false
12678,5,71.659996,9.54,7.51153,false
22544,8,111.03999,14.799999,7.5027027,false
15284,7,75.59,10.08,7.4990077,true
19094,5,67.78999,9.04,7.4988933,false
16910,9,124.57,16.64,7.486178,false
15416,9,140.77,18.83,7.4758368,false
16947,10,117.520004,15.74,7.466328,false
14419,5,58.760002,7.87,7.466328,false
17534,5,66.42,8.9,7.4629216,false
18034,5,67.57,9.07,7.449835,false
11884,5,67.57,9.07,7.449835,false
16467,5,67.57,9.07,7.449835,false
14610,5,67.57,9.07,7.449835,false
29682,5,67.57,9.07,7.449835,false
22797,5,67.57,9.07,7.449835,false
26804,11,152.54,20.48,7.448242,false
29864,16,252.73001,33.95,7.444183,false
26516,13,173.65,23.34,7.4400167,false
19459,4,30.119999,4.05,7.4370365,false
25454,8,98.19,13.21,7.4330053,true
23510,10,172.38998,23.23,7.4210067,false
25734,5,77.95,10.51,7.4167457,false
25022,7,92.479996,12.47,7.4161983,false
22700,9,131.44,17.74,7.409245,false
16120,6,94.06,12.700001,7.4062986,false
15763,5,90.71,12.25,7.4048977,false
15777,12,169.37999,22.88,7.4029717,false
20306,8,88.92,12.02,7.3976703,true
29632,6,83.619995,11.309999,7.393457,false
20969,6,83.619995,11.309999,7.393457,false
27147,10,138.87,18.800001,7.3867016,false
12452,11,140.16,19.0,7.3768425,false
20028,6,68.92,9.349999,7.3711233,false
14633,6,78.770004,10.69,7.3685694,true
21709,13,197.57,26.82,7.366518,false
29825,7,99.67,13.549999,7.35572,false
20280,8,130.86,17.829998,7.339317,false
29335,12,163.68,22.32,7.333333,false
17905,9,123.76999,16.89,7.3280044,false
15054,9,123.76999,16.89,7.3280044,false
15833,9,123.76999,16.89,7.3280044,false
11317,9,122.909996,16.789999,7.320429,false
16752,10,156.4,21.479998,7.2811923,false
18644,6,80.06,11.009999,7.2715716,false
11273,9,143.48999,19.740002,7.268996,false
17832,4,57.55,7.92,7.266414,false
19365,14,230.26999,31.72,7.2594576,true
12167,8,111.229996,15.34,7.2509775,false
12887,8,99.159996,13.690001,7.2432427,false
14561,12,214.54,29.619999,7.243079,false
24342,8,112.84,15.58,7.2426186,false
17377,8,111.84,15.450001,7.2388344,false
28918,3,43.86,6.06,7.237624,false
17327,7,97.7,13.5,7.2370367,false
20354,7,97.7,13.5,7.2370367,false
29257,7,97.7,13.5,7.2370367,false
10984,7,97.7,13.5,7.2370367,false
13034,2,26.84,3.71,7.2345014,false
11652,4,53.68,7.42,7.2345014,false
18769,4,53.68,7.42,7.2345014,false
15446,6,47.52,6.57,7.232877,false
27496,6,47.519997,6.5699997,7.2328763,false
23550,12,137.81,19.06,7.230325,false
28916,7,99.31,13.74,7.227802,false
14393,10,135.29,18.72,7.22703,false
12675,3,35.34,4.89,7.226994,false
12722,8,113.75,15.74,7.226811,false
10256,10,58.089996,8.04,7.225124,true
14712,10,137.84999,19.08,7.2248425,false
28605,6,84.01,11.639999,7.2173543,false
16939,2,34.48,4.7799997,7.2133894,false
19564,3,42.89,5.95,7.2084036,false
21235,10,141.98,19.72,7.199797,false
15960,6,90.68,12.6,7.196825,false
22962,8,108.229996,15.04,7.196143,false
29160,3,40.149998,5.58,7.19534,false
29172,3,40.149998,5.58,7.19534,false
22928,3,40.149998,5.58,7.19534,false
10701,6,80.299995,11.16,7.19534,false
21605,3,40.149998,5.58,7.19534,false
24905,3,40.149998,5.58,7.19534,false
27822,3,40.149998,5.58,7.19534,false
15757,3,40.149998,5.58,7.19534,false
17908,6,80.299995,11.16,7.19534,false
26102,3,40.149998,5.58,7.19534,false
11468,3,40.149998,5.58,7.19534,false
22341,8,104.799995,14.57,7.192862,false
25298,13,173.32,24.1,7.1917014,false
15824,6,79.869995,11.11,7.1890187,false
22909,7,97.100006,13.51,7.187269,false
12137,8,112.4,15.639999,7.1867013,false
11689,4,56.199997,7.8199997,7.186701,false
25214,9,128.45,17.88,7.184005,false
11136,5,72.25,10.059999,7.181909,false
23808,5,72.25,10.059999,7.181909,false
25437,5,72.25,10.059999,7.181909,false
22133,5,72.25,10.059999,7.181909,false
19361,5,72.25,10.059999,7.181909,false
16157,5,72.25,10.059999,7.181909,false
29323,5,72.25,10.059999,7.181909,false
21289,5,72.25,10.059999,7.181909,false
27851,5,72.25,10.059999,7.181909,false
23485,5,72.25,10.059999,7.181909,false
16914,5,72.25,10.059999,7.181909,false
12890,7,91.45,12.74,7.178179,false
27630,6,71.22,9.940001,7.1649895,false
10379,8,99.80999,13.96,7.1497126,false
21080,10,110.08,15.419999,7.1387815,false
18192,15,259.71,36.39,7.136851,false
13314,11,90.479996,12.689999,7.130024,true
21927,5,27.15,3.81,7.125984,true
15784,15,194.04999,27.24,7.123715,false
18169,6,73.6,10.339999,7.1179886,false
14779,10,132.94,18.679998,7.116703,false
22004,7,118.85,16.710001,7.112507,false
16626,12,144.95,20.39,7.108877,false
17604,12,168.01999,23.640001,7.1074443,false
14645,10,164.32,23.15,7.098057,false
24244,14,188.09,26.5,7.097736,true
15155,11,169.98999,23.95,7.097703,false
16919,11,172.79,24.369999,7.090275,false
29421,10,104.33,14.72,7.087636,true
18360,8,109.28,15.42,7.0869,false
27521,8,110.42999,15.589999,7.083387,false
20502,7,92.79001,13.099999,7.083207,false
17407,5,77.7,10.97,7.082953,false
10941,4,41.499996,5.86,7.0819106,false
18207,10,133.18,18.829998,7.072757,false
19818,6,83.81,11.849999,7.072574,false
26832,14,207.93,29.449999,7.0604415,false
29358,6,86.33,12.25,7.047347,false
18135,13,222.64,31.61,7.0433407,true
20333,6,105.44,14.98,7.0387187,false
25386,11,201.65,28.650002,7.038394,false
19824,9,116.32,16.53,7.0369024,false
29741,9,148.43999,21.119999,7.028409,false
28035,5,76.35,10.87,7.023919,false
11415,7,93.03,13.25,7.021132,false
29229,5,70.28,10.01,7.020979,false
21697,5,70.28,10.01,7.020979,false
17182,5,70.28,10.01,7.020979,false
21941,7,101.03,14.389999,7.020848,false
25319,7,101.03,14.389999,7.020848,false
24486,5,65.18,9.29,7.0161467,false
15715,5,69.149994,9.88,6.998987,false
16907,12,185.79,26.56,6.9951053,false
20788,6,84.979996,12.15,6.9942384,false
21061,6,84.979996,12.15,6.9942384,false
10422,12,120.52,17.26,6.9826183,true
21021,6,78.21,11.21,6.976806,false
10514,7,95.51,13.690001,6.976625,false
14725,4,50.83,7.29,6.9725657,false
12698,8,112.59,16.15,6.971517,false
29463,10,179.79,25.83,6.9605107,false
29338,5,68.93,9.91,6.9556007,false
11348,5,69.68,10.02,6.9540915,false
21696,7,100.409996,14.440001,6.9536004,false
13540,5,74.81,10.76,6.952602,false
16434,8,89.03,12.81,6.950039,false
13640,8,105.09,15.14,6.941215,false
27988,16,211.41,30.48,6.9360237,false
26018,12,212.28,30.64,6.9281983,false
21137,10,139.06999,20.08,6.9257965,false
26727,7,78.43,11.33,6.9223304,false
12250,6,74.770004,10.809999,6.9167447,false
17794,6,82.28,11.900001,6.914285,false
23817,7,107.0,15.48,6.912145,false
14720,10,158.10999,22.880001,6.9104013,true
11202,7,89.46999,12.949999,6.90888,false
25779,6,131.68,19.060001,6.9087086,false
19556,6,66.78,9.67,6.9058943,true
22124,10,127.22,18.43,6.902876,false
23891,8,131.97,19.130001,6.898588,false
26286,9,116.95999,16.96,6.8962264,true
23680,4,52.879997,7.6699996,6.894394,false
10890,4,52.879997,7.6699996,6.894394,false
23306,4,52.879997,7.6699996,6.894394,false
15247,4,52.879997,7.6699996,6.894394,false
13193,4,52.879997,7.6699996,6.894394,false
28448,4,52.879997,7.6699996,6.894394,false
22239,4,52.879997,7.6699996,6.894394,false
14447,9,152.01,22.05,6.8938775,false
24301,7,97.93,14.210001,6.891625,false
13543,4,48.07,6.9799995,6.88682,false
21433,10,155.85999,22.66,6.878199,false
12257,14,207.19,30.13,6.8765354,false
12028,9,103.10999,15.0,6.8739996,false
12064,7,97.71,14.24,6.861657,false
17171,7,97.71,14.24,6.861657,false
29868,12,166.01999,24.2,6.86033,false
29432,9,128.26,18.71,6.855158,false
28097,7,97.44,14.219999,6.852321,false
17722,8,114.98,16.79,6.8481236,false
26551,9,149.01,21.8,6.835321,false
20415,5,59.23,8.67,6.831603,true
13521,4,67.0,9.809999,6.829766,false
21916,12,171.69,25.14,6.8293557,false
24908,14,220.18,32.260002,6.82517,false
22828,8,91.649994,13.43,6.8242736,false
14548,3,38.42,5.63,6.824156,false
14041,5,70.299995,10.309999,6.8186226,false
27347,6,67.96,9.97,6.816449,true
15631,9,126.490005,18.57,6.8115244,false
26393,9,126.49,18.57,6.811524,false
16384,6,81.66,12.0,6.8050003,false
26361,6,81.66,12.0,6.8050003,false
13873,6,81.66,12.0,6.8050003,false
12470,6,81.659996,12.0,6.805,false
29373,8,111.36,16.38,6.7985353,false
24707,9,118.49,17.429998,6.79805,false
18672,10,131.9,19.419998,6.7919674,false
29248,7,91.08,13.43,6.7818317,false
16270,11,155.26999,22.9,6.780349,false
18813,9,119.520004,17.63,6.779354,false
10365,11,162.06999,23.91,6.778335,false
23925,11,148.76999,21.98,6.7684255,false
10158,16,225.31998,33.289997,6.768399,true
17741,10,114.439995,16.91,6.767593,false
21045,8,110.44,16.329998,6.763014,false
29882,3,36.559998,5.41,6.7578554,false
22602,12,153.62,22.76,6.7495604,true
12362,7,95.73999,14.19,6.7470045,false
19693,5,56.190002,8.33,6.7454987,false
16722,6,76.14,11.299999,6.7380533,false
19092,7,94.99,14.099999,6.7368793,false
20562,5,82.77,12.29,6.7347436,false
25197,10,110.92,16.47,6.734669,false
20752,3,36.29,5.3900003,6.732838,false
12804,7,94.61,14.059999,6.7290187,false
13351,9,87.06,12.94,6.7279754,false
27959,13,177.18001,26.339998,6.726652,false
23874,6,82.649994,12.29,6.7249794,false
12439,16,200.12,29.759998,6.7244625,false
10293,9,123.369995,18.349998,6.723161,false
28607,5,65.61,9.759999,6.722337,false
22670,5,65.61,9.759999,6.722337,false
21799,5,65.61,9.759999,6.722337,false
15606,5,65.61,9.759999,6.722337,false
29740,5,63.309998,9.42,6.7208066,false
20144,5,63.309998,9.42,6.7208066,false
12263,5,67.16,10.0,6.7160006,false
25848,11,175.78,26.18,6.7142854,false
27807,7,92.619995,13.799999,6.711594,false
23448,5,93.43,13.93,6.707107,false
18903,5,93.43,13.93,6.707107,false
20546,8,122.53999,18.28,6.7035003,false
28557,7,95.14,14.2,6.7,false
11029,5,57.88,8.64,6.699074,false
19023,13,171.09999,25.560001,6.6940527,false
15118,8,122.439995,18.32,6.683406,false
29529,5,90.75,13.58,6.6826215,false
22262,8,107.94,16.16,6.6794558,false
17216,15,172.05,25.830002,6.660859,false
22746,4,56.43,8.48,6.6544814,false
21274,10,136.87,20.57,6.653865,false
19902,3,55.02,8.27,6.652962,false
11516,6,93.14,14.0,6.6528573,false
28402,6,73.3,11.0199995,6.651543,false
12249,2,28.779999,4.33,6.6466513,false
22298,4,57.559998,8.66,6.6466513,false
21396,2,28.779999,4.33,6.6466513,false
18899,2,28.779999,4.33,6.6466513,false
27716,4,57.559998,8.66,6.6466513,false
23591,2,28.779999,4.33,6.6466513,false
27738,2,28.779999,4.33,6.6466513,false
20230,4,57.559998,8.66,6.6466513,false
16597,2,28.779999,4.33,6.6466513,false
